item_row,F1,F2,item_id,category,english_gloss,pos2,dominant_factor
item_426,0.7251734262302383,0.3013767480734972,item_426,descriptive_words,NA,predicate,F1
item_427,0.6992734952644721,0.3715498749016466,item_427,descriptive_words,NA,predicate,F1
item_428,0.7364296107405224,0.34569378052030575,item_428,descriptive_words,NA,predicate,F1
item_429,0.6701936030779211,0.4002344225001965,item_429,descriptive_words,NA,predicate,F1
item_430,0.7164113424904702,0.3899968180316525,item_430,descriptive_words,NA,predicate,F1
item_431,0.6703281864148135,0.42561640709338605,item_431,descriptive_words,NA,predicate,F1
item_432,0.7002999555631241,0.3899683659473495,item_432,descriptive_words,NA,predicate,F1
item_433,0.6739779016641033,0.43691517236341954,item_433,descriptive_words,NA,predicate,F1
item_434,0.6870817955057293,0.1791462354550646,item_434,animals,NA,noun,F1
item_435,0.6733918136287486,0.12953484296202813,item_435,animals,NA,noun,F1
item_436,0.6832476037901097,0.2741634242827965,item_436,animals,NA,noun,F1
item_437,0.6965417013717095,0.23027247011117383,item_437,animals,NA,noun,F1
item_438,0.5355292023218251,0.43966942964051525,item_438,animals,NA,noun,F1
item_439,0.6066775890381917,0.29026654370624166,item_439,animals,NA,noun,F1
item_440,0.6469544332819963,0.2702286129935409,item_440,animals,NA,noun,F1
item_441,0.6784464690183757,0.45193507697074303,item_441,animals,NA,noun,F1
item_442,0.6684954462135052,0.47414119715024144,item_442,animals,NA,noun,F1
item_443,0.8065698410103314,0.13759654624876208,item_443,animals,NA,noun,F1
item_444,0.7315054163547663,0.33615608635255206,item_444,animals,NA,noun,F1
item_445,0.7685879140986118,0.23703187091174738,item_445,animals,NA,noun,F1
item_446,0.7051049162607347,0.3854391602956167,item_446,animals,NA,noun,F1
item_447,0.7458703784745964,0.21335190164710446,item_447,animals,NA,noun,F1
item_448,0.7424523869027635,0.3800539386544634,item_448,animals,NA,noun,F1
item_449,0.7020016228481107,0.34691315913527704,item_449,animals,NA,noun,F1
item_450,0.7077957560516727,0.33265008302370436,item_450,animals,NA,noun,F1
item_451,0.6936090882431614,0.39520797101234084,item_451,animals,NA,noun,F1
item_452,0.715691827077808,0.283119930527603,item_452,animals,NA,noun,F1
item_453,0.6848672441814523,0.4113799021577901,item_453,animals,NA,noun,F1
item_454,0.6988221581786641,0.26779356490682965,item_454,animals,NA,noun,F1
item_455,0.7517068152866551,0.31846208076654364,item_455,animals,NA,noun,F1
item_456,0.7863204957195904,0.2791740543487248,item_456,animals,NA,noun,F1
item_457,0.6866282544904239,0.44854484451518384,item_457,animals,NA,noun,F1
item_458,0.7140457119828809,0.36570406746391004,item_458,animals,NA,noun,F1
item_459,0.6633206836788748,0.35979149242450803,item_459,animals,NA,noun,F1
item_460,0.681687312087355,0.3353016030755893,item_460,animals,NA,noun,F1
item_461,0.7578639505883822,0.36628623811360783,item_461,animals,NA,noun,F1
item_462,0.7895375097527731,0.2764041796667486,item_462,animals,NA,noun,F1
item_463,0.6012233943385923,0.23416846580448952,item_463,animals,NA,noun,F1
item_464,0.7742586591231936,0.26709981719638554,item_464,animals,NA,noun,F1
item_465,0.7964424036726572,0.18864283819095998,item_465,animals,NA,noun,F1
item_466,0.7497933635860327,0.08883525176477179,item_466,animals,NA,noun,F1
item_467,0.7680548423477328,0.28474068984490997,item_467,animals,NA,noun,F1
item_468,0.7292609774918121,0.3594516562479436,item_468,animals,NA,noun,F1
item_469,0.7104996040943911,0.33442629792308387,item_469,animals,NA,noun,F1
item_470,0.8031918623785252,-0.04798982249640485,item_470,animals,NA,noun,F1
item_471,0.8355989150407521,-0.011214960977189452,item_471,animals,NA,noun,F1
item_472,0.783712985058588,0.09865804512887577,item_472,animals,NA,noun,F1
item_473,0.8292390737387896,-0.11580238425853855,item_473,animals,NA,noun,F1
item_474,0.6326676721431143,0.3510417747427414,item_474,animals,NA,noun,F1
item_475,0.6724330981043958,0.2962809193682378,item_475,animals,NA,noun,F1
item_476,0.6271027473034848,0.20495512350938605,item_476,animals,NA,noun,F1
item_477,0.843356801979363,0.22201021591585152,item_477,animals,NA,noun,F1
item_478,0.8181236147461176,0.0538673448412167,item_478,vehicles,NA,noun,F1
item_479,0.8258865256444118,0.19698970238184568,item_479,vehicles,NA,noun,F1
item_480,0.6737804884280089,0.3654772534955455,item_480,vehicles,NA,noun,F1
item_481,0.8121195143374578,0.18853176120229645,item_481,vehicles,NA,noun,F1
item_482,0.8493966721584829,0.15554346948056055,item_482,vehicles,NA,noun,F1
item_483,0.7906976609932892,0.19734885059112123,item_483,vehicles,NA,noun,F1
item_484,0.6605672452063065,0.23498177632921588,item_484,vehicles,NA,noun,F1
item_485,0.6768050162686643,0.3302056585248026,item_485,vehicles,NA,noun,F1
item_486,0.7141611896769587,0.24670186839556923,item_486,vehicles,NA,noun,F1
item_487,0.7274502836702563,0.29642810012437426,item_487,vehicles,NA,noun,F1
item_488,0.7567418484067491,0.21405609386988672,item_488,vehicles,NA,noun,F1
item_489,0.7102604715477102,0.1838948023321107,item_489,vehicles,NA,noun,F1
item_490,0.6436079979541383,0.22129614405049985,item_490,vehicles,NA,noun,F1
item_491,0.7277064395261785,0.22394429581157377,item_491,vehicles,NA,noun,F1
item_492,0.6194651347675063,0.22804369593163032,item_492,vehicles,NA,noun,F1
item_493,0.6030725882884457,0.14954413983736223,item_493,vehicles,police car / car with siren,noun,F1
item_494,0.6945718323785559,0.34860265116194933,item_494,vehicles,NA,noun,F1
item_495,0.7256209468856869,0.32786378567835484,item_495,vehicles,NA,noun,F1
item_496,0.8813110805092818,0.030732442090903315,item_496,household,NA,noun,F1
item_497,0.8993396129319362,-0.06686948252612715,item_497,household,NA,noun,F1
item_498,0.8765021032099112,0.011103570482961954,item_498,household,NA,noun,F1
item_499,0.8584323596774844,-0.07545061389994806,item_499,household,NA,noun,F1
item_500,0.5848557630087415,-0.07890280217067708,item_500,household,NA,noun,F1
item_501,0.8783338837229979,-0.005454751842653195,item_501,household,NA,noun,F1
item_502,0.9133943461315635,-0.04190958970581314,item_502,household,NA,noun,F1
item_503,0.7946543957441933,0.1280274756765615,item_503,household,NA,noun,F1
item_504,0.8465444171898004,0.06704226162295375,item_504,household,NA,noun,F1
item_505,0.7913228755427899,-0.009176629640188517,item_505,household,NA,noun,F1
item_506,0.8756701458888408,0.011031299213135165,item_506,household,NA,noun,F1
item_507,0.7909179705883248,0.0053212106406501656,item_507,household,NA,noun,F1
item_508,0.8509920144213219,0.03417876605986531,item_508,household,NA,noun,F1
item_509,0.8468685367205958,0.002615575550061532,item_509,household,NA,noun,F1
item_510,0.8755384181930005,-0.018759947458387157,item_510,household,NA,noun,F1
item_511,0.8170318678269815,-0.0386057491467769,item_511,household,NA,noun,F1
item_512,0.765517806659882,0.11985754441587211,item_512,household,NA,noun,F1
item_513,0.8827097673200565,-0.01832874205629913,item_513,household,NA,noun,F1
item_514,0.8204851005311351,-0.04483221034415077,item_514,household,NA,noun,F1
item_515,0.8207590789301236,-0.07999632326581133,item_515,household,NA,noun,F1
item_516,0.593095200150124,0.14308867064945616,item_516,household,NA,noun,F1
item_517,0.8915543467569237,-0.09434665408648815,item_517,household,NA,noun,F1
item_518,0.9294657182340104,-0.04524326430641455,item_518,household,NA,noun,F1
item_519,0.8616031349187178,-0.06973846699181262,item_519,household,NA,noun,F1
item_520,0.8752439202477046,-0.059664456576128254,item_520,household,NA,noun,F1
item_521,0.6476546581804344,0.12719211673076905,item_521,household,NA,noun,F1
item_522,0.8914198697944697,0.0756860836781493,item_522,household,NA,noun,F1
item_523,0.856591517233271,0.06382890994851183,item_523,household,NA,noun,F1
item_524,0.8327385952620386,-0.0955578499919673,item_524,household,NA,noun,F1
item_525,0.8276869599451491,-0.02840556688607532,item_525,household,NA,noun,F1
item_526,0.8971738971158666,-0.05628346416412885,item_526,household,NA,noun,F1
item_527,0.851026138483845,-0.015434108578603402,item_527,household,NA,noun,F1
item_528,0.8255671175328301,-0.08997696884225347,item_528,household,NA,noun,F1
item_529,0.8853638157699303,-0.053861459404841557,item_529,household,NA,noun,F1
item_530,0.8035523538902994,-0.07797422423317461,item_530,household,NA,noun,F1
item_531,0.8234902606816291,-0.1375084770759796,item_531,household,NA,noun,F1
item_532,0.837270101916065,-0.1659611396464719,item_532,household,NA,noun,F1
item_533,0.8809825137923747,0.04253612117994367,item_533,household,NA,noun,F1
item_534,0.7327270144798405,0.21291027946351893,item_534,household,NA,noun,F1
item_535,0.8692528979586107,0.015968467377232596,item_535,household,NA,noun,F1
item_536,0.9140800338218107,-0.08206337837043559,item_536,household,NA,noun,F1
item_537,0.8607100435193659,-0.017607701811290576,item_537,household,NA,noun,F1
item_538,0.8585990518053777,-8.257496623733657e-4,item_538,household,NA,noun,F1
item_539,0.8513828141849773,-0.05411849539069006,item_539,household,NA,noun,F1
item_540,0.8643657639920969,-0.1406008187247162,item_540,household,NA,noun,F1
item_541,0.903820448169619,-0.0689885242599662,item_541,household,NA,noun,F1
item_542,0.835725254656773,-0.05209829858550663,item_542,household,NA,noun,F1
item_543,0.8622123563539354,0.005224496128898449,item_543,household,NA,noun,F1
item_544,0.8769262536798443,-0.11889673365081067,item_544,household,NA,noun,F1
item_545,0.8245275155781139,0.07300924953634683,item_545,household,NA,noun,F1
item_546,0.8724794353664371,-0.10401354518225918,item_546,household,NA,noun,F1
item_547,0.8528528738788259,-0.043877046563416344,item_547,household,NA,noun,F1
item_548,0.9089978498917153,-0.03514511221965275,item_548,household,NA,noun,F1
item_549,0.8220390834064049,0.08804755021199467,item_549,outside,NA,noun,F1
item_550,0.7800702001743403,0.2251212653059405,item_550,outside,NA,noun,F1
item_551,0.7353250918622334,0.2745232407204359,item_551,outside,NA,noun,F1
item_552,0.7073335965294464,0.3062565985555763,item_552,outside,NA,noun,F1
item_553,0.7786275316187942,0.1912486196823019,item_553,outside,NA,noun,F1
item_554,0.8381393356575354,0.14554546535070917,item_554,outside,NA,noun,F1
item_555,0.7835926658823137,0.1102999498210762,item_555,outside,NA,noun,F1
item_556,0.8339477939830457,0.16294135609748214,item_556,outside,NA,noun,F1
item_557,0.8431413075375953,-0.04396770051108991,item_557,outside,NA,noun,F1
item_558,0.8334986251230468,0.0014649436344030143,item_558,outside,NA,noun,F1
item_559,0.880781422430502,0.034835161994134986,item_559,outside,NA,noun,F1
item_560,0.8150195699692706,0.0496962496201867,item_560,outside,NA,noun,F1
item_561,0.8446665059670634,0.1570376513725196,item_561,outside,NA,noun,F1
item_562,0.7876554080625459,0.27595283938089454,item_562,outside,NA,noun,F1
item_563,0.8452058499333125,0.11590484414520147,item_563,outside,NA,noun,F1
item_564,0.800169770018179,0.15625627879683207,item_564,outside,NA,noun,F1
item_565,0.8316971094464127,-0.05749742810869501,item_565,outside,NA,noun,F1
item_566,0.82264155185551,0.07972102482150543,item_566,outside,NA,noun,F1
item_567,0.8270423246421899,0.14342566526608388,item_567,outside,NA,noun,F1
item_568,0.7548137674417094,0.0748002706560021,item_568,outside,NA,noun,F1
item_569,0.7960024785348049,0.3100823228014397,item_569,outside,NA,noun,F1
item_570,0.6944294136439928,0.35616624784163586,item_570,outside,NA,noun,F1
item_571,0.7627800145983319,0.3293890371453067,item_571,outside,NA,noun,F1
item_572,0.5790723334161056,0.06666770568779523,item_572,outside,NA,noun,F1
item_573,0.8739959936598316,0.10591476127728476,item_573,outside,NA,noun,F1
item_574,0.8538098553639902,0.1034368144349524,item_574,outside,NA,noun,F1
item_575,0.7912588544208164,0.1617928273294613,item_575,outside,NA,noun,F1
item_576,0.8394840759213085,0.08671185351595391,item_576,outside,NA,noun,F1
item_577,0.8449099066950015,0.08397974450306052,item_577,outside,NA,noun,F1
item_578,0.83289295708498845,0.045346707400244324,item_578,outside,NA,noun,F1
item_579,0.8886441405887165,-2.373234362859752e-4,item_579,clothing,NA,noun,F1
item_580,0.8983416492436734,-0.03939612989888953,item_580,clothing,NA,noun,F1
item_581,0.8908521914013837,-0.01368227962731807,item_581,clothing,NA,noun,F1
item_582,0.8448179613757854,0.12884028150397378,item_582,clothing,NA,noun,F1
item_583,0.9205618237389572,-0.06649563491038403,item_583,clothing,NA,noun,F1
item_584,0.8187051421424959,0.07758090016040133,item_584,clothing,NA,noun,F1
item_585,0.8563733661151539,0.049538276256530706,item_585,clothing,NA,noun,F1
item_586,0.8184862423174855,0.022981295729635698,item_586,clothing,NA,noun,F1
item_587,0.728479622801832,0.1348012843458946,item_587,clothing,shirt / t shirt,noun,F1
item_588,0.8731391636116406,-0.00238138330395003,item_588,clothing,NA,noun,F1
item_589,0.8927680205975954,0.0013706553215109378,item_589,clothing,NA,noun,F1
item_590,0.8760347047682,-0.010445090477736124,item_590,clothing,NA,noun,F1
item_591,0.8802464488094197,0.008860515671563426,item_591,clothing,NA,noun,F1
item_592,0.8178055552551965,-0.08030914534764981,item_592,clothing,NA,noun,F1
item_593,0.8757663605623934,-0.10308767350229794,item_593,clothing,NA,noun,F1
item_594,0.7832628388474218,0.013135330903417383,item_594,clothing,NA,noun,F1
item_595,0.8511507662238279,0.07544772144477092,item_595,clothing,NA,noun,F1
item_596,0.8152410947765759,0.09319094316983732,item_596,clothing,NA,noun,F1
item_597,0.742650879107564,0.0449147925822208,item_597,clothing,NA,noun,F1
item_598,0.8202953956779464,-0.07810323355662918,item_598,clothing,NA,noun,F1
item_599,0.855359473043546,-0.011532592949817812,item_599,clothing,NA,noun,F1
item_600,0.8592163355451939,-0.026893974074483618,item_600,clothing,NA,noun,F1
item_601,0.8432161138727765,0.11588342764133755,item_601,clothing,NA,noun,F1
item_602,0.8257209739873579,-0.06296529319948559,item_602,clothing,NA,noun,F1
item_603,0.8814774974307014,0.056376788680841054,item_603,body_parts,NA,noun,F1
item_604,0.8920398895944917,0.03491092833863892,item_604,body_parts,NA,noun,F1
item_605,0.8892590673434966,-0.00612091066386251,item_605,body_parts,NA,noun,F1
item_606,0.7848156992293241,0.04035727468920572,item_606,body_parts,NA,noun,F1
item_607,0.8499043766496321,0.09905758288881107,item_607,body_parts,NA,noun,F1
item_608,0.7744839400944794,0.026130865524138496,item_608,body_parts,NA,noun,F1
item_609,0.8516706761679552,0.12372774991700025,item_609,body_parts,NA,noun,F1
item_610,0.8153104823230753,0.1632772426833171,item_610,body_parts,NA,noun,F1
item_611,0.8573819518304165,0.10390400024984132,item_611,body_parts,NA,noun,F1
item_612,0.8577500264137963,0.042425757050021,item_612,body_parts,NA,noun,F1
item_613,0.8451579227181917,0.05759954813530885,item_613,body_parts,NA,noun,F1
item_614,0.8010876641317278,0.1191079855502849,item_614,body_parts,NA,noun,F1
item_615,0.8589888404334187,0.0410389357793527,item_615,body_parts,NA,noun,F1
item_616,0.7858259148267753,0.22209859222741826,item_616,body_parts,NA,noun,F1
item_617,0.9107172039799766,-0.027824061990726377,item_617,body_parts,NA,noun,F1
item_618,0.7946973691198946,0.13834047335268182,item_618,body_parts,NA,noun,F1
item_619,0.8913410721628733,0.019391056022534797,item_619,body_parts,NA,noun,F1
item_620,0.8257162271561284,0.06233676618071074,item_620,body_parts,NA,noun,F1
item_621,0.8999128046374155,-0.001989308581946592,item_621,body_parts,NA,noun,F1
item_622,0.8056086294329632,0.1360732862517601,item_622,body_parts,NA,noun,F1
item_623,0.8510497734150998,-0.12209289480091187,item_623,body_parts,"nails / finger nail, toe nail",noun,F1
item_624,0.7911229277271858,0.1511238608273483,item_624,body_parts,NA,noun,F1
item_625,0.8582133050131041,-0.015039673550431686,item_625,body_parts,NA,noun,F1
item_626,0.7791867003626894,0.025846450733447834,item_626,body_parts,NA,noun,F1
item_627,0.8065171785863084,0.1146776221045349,item_627,body_parts,NA,noun,F1
item_628,0.8647831416937786,0.06666050273928391,item_628,body_parts,NA,noun,F1
item_629,0.8781420333808039,-0.004602553486277255,item_629,body_parts,NA,noun,F1
item_630,0.8780219382285388,0.006821242876890174,item_630,body_parts,foot / sole,noun,F1
item_631,0.8786936907788925,-0.10217452817532802,item_631,body_parts,NA,noun,F1
item_632,0.8413772531290029,0.02113751474566084,item_632,body_parts,NA,noun,F1
item_633,0.8932587571206938,-0.03152627738679848,item_633,furniture_rooms,NA,noun,F1
item_634,0.9331314251188236,0.029411630618802063,item_634,furniture_rooms,NA,noun,F1
item_635,0.9382283938358053,0.003140504080684424,item_635,furniture_rooms,NA,noun,F1
item_636,0.8699408247084528,0.026949774528512632,item_636,furniture_rooms,NA,noun,F1
item_637,0.9065179831735013,-0.022835400989497483,item_637,furniture_rooms,NA,noun,F1
item_638,0.9136244930738014,0.003819146802312797,item_638,furniture_rooms,NA,noun,F1
item_639,0.9516618615396248,-0.06401381739900984,item_639,furniture_rooms,NA,noun,F1
item_640,0.9189558118431009,-0.04933338072433752,item_640,furniture_rooms,NA,noun,F1
item_641,0.8949575840711891,-0.029658545488842666,item_641,furniture_rooms,NA,noun,F1
item_642,0.8794057812908619,0.026640355084204898,item_642,furniture_rooms,NA,noun,F1
item_643,0.8967685873487257,-0.056149386994314994,item_643,furniture_rooms,closet / cupboard,noun,F1
item_644,0.9261194527064301,-0.07528667006977317,item_644,furniture_rooms,NA,noun,F1
item_645,0.8654918242263352,-0.04165120431259589,item_645,furniture_rooms,NA,noun,F1
item_646,0.8742721330262637,-0.06789708181501977,item_646,furniture_rooms,NA,noun,F1
item_647,0.8369323968377407,0.03391513423795929,item_647,furniture_rooms,NA,noun,F1
item_648,0.7210394075597016,0.054463430921539026,item_648,furniture_rooms,NA,noun,F1
item_649,0.9330466952491658,-0.04366763432659933,item_649,furniture_rooms,NA,noun,F1
item_650,0.8828933201836531,-0.0492243415909386,item_650,furniture_rooms,NA,noun,F1
item_651,0.8665057132393766,1.6710580836563414e-4,item_651,furniture_rooms,NA,noun,F1
item_652,0.8891276455885535,-0.02933837761885369,item_652,furniture_rooms,NA,noun,F1
item_653,0.8925283958699057,0.026508855605792744,item_653,furniture_rooms,NA,noun,F1
item_654,0.8638793400377561,0.07994126552150412,item_654,furniture_rooms,NA,noun,F1
item_655,0.9130053006275566,-0.06822432268361957,item_655,furniture_rooms,NA,noun,F1
item_656,0.8434127947088059,0.03903008565430651,item_656,furniture_rooms,NA,noun,F1
item_657,0.8430572810603394,0.004786788318756828,item_657,furniture_rooms,NA,noun,F1
item_658,0.7439469872212099,-0.0600726129217802,item_658,furniture_rooms,NA,noun,F1
item_659,0.8799873666755863,-0.04877623481351898,item_659,furniture_rooms,NA,noun,F1
item_660,0.8668277258586727,0.08837499889947738,item_660,furniture_rooms,NA,noun,F1
item_661,0.9202027157686433,0.015380731388947506,item_661,furniture_rooms,NA,noun,F1
item_662,0.8028686581007337,-0.2637263963351113,item_662,furniture_rooms,NA,noun,F1
